t,frame,x,y,r,theta,omega,alpha
1.15940E+01,2.32E+04,2.17E+00,2.41E+01,2.42E+01,-7.84E+04,-2.05E+03,4.87E+03
1.15960E+01,2.32E+04,3.89E+00,2.39E+01,2.42E+01,-7.84E+04,-2.03E+03,8.58E+03
1.15980E+01,2.32E+04,5.56E+00,2.36E+01,2.42E+01,-7.84E+04,-2.01E+03,4.44E+03
1.16000E+01,2.32E+04,7.19E+00,2.31E+01,2.42E+01,-7.84E+04,-2.01E+03,-2.33E+03
1.16020E+01,2.32E+04,8.80E+00,2.26E+01,2.42E+01,-7.84E+04,-2.02E+03,5.61E+03
1.16040E+01,2.32E+04,1.04E+01,2.19E+01,2.43E+01,-7.84E+04,-1.99E+03,5.87E+03
1.16060E+01,2.32E+04,1.19E+01,2.12E+01,2.43E+01,-7.84E+04,-1.99E+03,4.05E+03
1.16080E+01,2.32E+04,1.34E+01,2.04E+01,2.44E+01,-7.84E+04,-1.99E+03,4.28E+03
1.16100E+01,2.32E+04,1.48E+01,1.94E+01,2.44E+01,-7.84E+04,-1.96E+03,4.75E+03
1.16120E+01,2.32E+04,1.61E+01,1.84E+01,2.45E+01,-7.84E+04,-1.97E+03,-1.69E+02
1.16140E+01,2.32E+04,1.74E+01,1.73E+01,2.45E+01,-7.84E+04,-1.97E+03,8.03E+03
1.16160E+01,2.32E+04,1.85E+01,1.61E+01,2.46E+01,-7.84E+04,-1.93E+03,6.48E+03
1.16180E+01,2.32E+04,1.96E+01,1.49E+01,2.46E+01,-7.84E+04,-1.94E+03,-3.85E+02
1.16200E+01,2.32E+04,2.07E+01,1.36E+01,2.48E+01,-7.84E+04,-1.95E+03,7.03E+03
1.16220E+01,2.32E+04,2.16E+01,1.22E+01,2.48E+01,-7.85E+04,-1.91E+03,1.86E+04
1.16240E+01,2.32E+04,2.24E+01,1.07E+01,2.49E+01,-7.85E+04,-1.87E+03,4.44E+03
1.16260E+01,2.33E+04,2.32E+01,9.32E+00,2.50E+01,-7.85E+04,-1.88E+03,3.66E+03
1.16280E+01,2.33E+04,2.38E+01,7.75E+00,2.50E+01,-7.85E+04,-1.87E+03,-1.69E+04
1.16300E+01,2.33E+04,2.44E+01,6.26E+00,2.52E+01,-7.85E+04,-1.92E+03,1.05E+04
1.16320E+01,2.33E+04,2.48E+01,4.54E+00,2.52E+01,-7.85E+04,-1.88E+03,4.53E+03
1.16340E+01,2.33E+04,2.51E+01,3.02E+00,2.52E+01,-7.85E+04,-1.84E+03,7.88E+03
1.16360E+01,2.33E+04,2.53E+01,1.33E+00,2.53E+01,-7.85E+04,-1.90E+03,-1.05E+04
1.16380E+01,2.33E+04,2.54E+01,-3.23E-01,2.54E+01,-7.85E+04,-1.86E+03,7.12E+03
1.16400E+01,2.33E+04,2.53E+01,-1.96E+00,2.53E+01,-7.85E+04,-1.87E+03,-3.22E+03
1.16420E+01,2.33E+04,2.52E+01,-3.63E+00,2.54E+01,-7.85E+04,-1.88E+03,-2.03E+03
1.16440E+01,2.33E+04,2.48E+01,-5.26E+00,2.54E+01,-7.85E+04,-1.87E+03,4.52E+03
1.16460E+01,2.33E+04,2.45E+01,-6.90E+00,2.55E+01,-7.85E+04,-1.87E+03,-3.12E+03
1.16480E+01,2.33E+04,2.41E+01,-8.50E+00,2.56E+01,-7.85E+04,-1.88E+03,5.12E+02
1.16500E+01,2.33E+04,2.35E+01,-1.01E+01,2.56E+01,-7.85E+04,-1.88E+03,9.08E+03
1.16520E+01,2.33E+04,2.29E+01,-1.16E+01,2.56E+01,-7.85E+04,-1.83E+03,-4.85E+01
1.16540E+01,2.33E+04,2.21E+01,-1.30E+01,2.56E+01,-7.85E+04,-1.87E+03,-7.84E+03
1.16560E+01,2.33E+04,2.12E+01,-1.45E+01,2.57E+01,-7.85E+04,-1.89E+03,-2.06E+03
1.16580E+01,2.33E+04,2.02E+01,-1.58E+01,2.57E+01,-7.85E+04,-1.86E+03,3.58E+03
1.16600E+01,2.33E+04,1.91E+01,-1.71E+01,2.56E+01,-7.85E+04,-1.88E+03,-3.37E+03
1.16620E+01,2.33E+04,1.80E+01,-1.84E+01,2.57E+01,-7.85E+04,-1.88E+03,5.59E+03
1.16640E+01,2.33E+04,1.68E+01,-1.95E+01,2.58E+01,-7.85E+04,-1.85E+03,-2.04E+03
1.16660E+01,2.33E+04,1.55E+01,-2.06E+01,2.58E+01,-7.85E+04,-1.88E+03,-9.17E+03
1.16680E+01,2.33E+04,1.41E+01,-2.16E+01,2.58E+01,-7.85E+04,-1.90E+03,-5.37E+02
1.16700E+01,2.33E+04,1.27E+01,-2.26E+01,2.59E+01,-7.85E+04,-1.87E+03,8.54E+03
1.16720E+01,2.33E+04,1.12E+01,-2.33E+01,2.59E+01,-7.85E+04,-1.87E+03,-1.47E+03
1.16740E+01,2.33E+04,9.68E+00,-2.40E+01,2.59E+01,-7.85E+04,-1.88E+03,-3.94E+03
1.16760E+01,2.34E+04,8.09E+00,-2.47E+01,2.60E+01,-7.86E+04,-1.88E+03,7.17E+03
1.16780E+01,2.34E+04,6.45E+00,-2.51E+01,2.59E+01,-7.86E+04,-1.85E+03,4.87E+03
1.16800E+01,2.34E+04,4.85E+00,-2.55E+01,2.60E+01,-7.86E+04,-1.85E+03,-6.39E+03
1.16820E+01,2.34E+04,3.17E+00,-2.58E+01,2.60E+01,-7.86E+04,-1.89E+03,-7.18E+03
1.16840E+01,2.34E+04,1.45E+00,-2.59E+01,2.60E+01,-7.86E+04,-1.88E+03,2.56E+03
1.16860E+01,2.34E+04,-2.46E-01,-2.60E+01,2.60E+01,-7.86E+04,-1.87E+03,-1.58E+03
1.16880E+01,2.34E+04,-1.95E+00,-2.60E+01,2.60E+01,-7.86E+04,-1.89E+03,5.59E+03
1.16900E+01,2.34E+04,-3.68E+00,-2.58E+01,2.61E+01,-7.86E+04,-1.86E+03,6.27E+03
1.16920E+01,2.34E+04,-5.31E+00,-2.56E+01,2.61E+01,-7.86E+04,-1.84E+03,2.88E+02
1.16940E+01,2.34E+04,-6.99E+00,-2.52E+01,2.62E+01,-7.86E+04,-1.88E+03,-5.78E+03
1.16960E+01,2.34E+04,-8.63E+00,-2.47E+01,2.62E+01,-7.86E+04,-1.86E+03,-2.78E+03
1.16980E+01,2.34E+04,-1.02E+01,-2.41E+01,2.62E+01,-7.86E+04,-1.88E+03,7.63E+03
1.17000E+01,2.34E+04,-1.18E+01,-2.34E+01,2.62E+01,-7.86E+04,-1.85E+03,3.64E+03
1.17020E+01,2.34E+04,-1.33E+01,-2.27E+01,2.63E+01,-7.86E+04,-1.84E+03,1.06E+04
1.17040E+01,2.34E+04,-1.48E+01,-2.18E+01,2.63E+01,-7.86E+04,-1.84E+03,5.83E+03
1.17060E+01,2.34E+04,-1.61E+01,-2.09E+01,2.64E+01,-7.86E+04,-1.79E+03,1.70E+03
1.17080E+01,2.34E+04,-1.74E+01,-1.98E+01,2.64E+01,-7.86E+04,-1.83E+03,-9.22E+03
1.17100E+01,2.34E+04,-1.87E+01,-1.86E+01,2.64E+01,-7.86E+04,-1.84E+03,-1.78E+03
1.17120E+01,2.34E+04,-1.98E+01,-1.74E+01,2.64E+01,-7.86E+04,-1.83E+03,6.98E+03
1.17140E+01,2.34E+04,-2.09E+01,-1.62E+01,2.64E+01,-7.86E+04,-1.82E+03,6.10E+03
1.17160E+01,2.34E+04,-2.19E+01,-1.48E+01,2.64E+01,-7.86E+04,-1.80E+03,1.41E+04
1.17180E+01,2.34E+04,-2.27E+01,-1.34E+01,2.64E+01,-7.86E+04,-1.77E+03,7.76E+03
1.17200E+01,2.34E+04,-2.36E+01,-1.20E+01,2.64E+01,-7.86E+04,-1.76E+03,-1.56E+04
1.17220E+01,2.34E+04,-2.42E+01,-1.05E+01,2.63E+01,-7.86E+04,-1.83E+03,2.83E+02
1.17240E+01,2.34E+04,-2.48E+01,-8.85E+00,2.63E+01,-7.86E+04,-1.79E+03,-2.86E+03
1.17260E+01,2.35E+04,-2.52E+01,-7.35E+00,2.62E+01,-7.86E+04,-1.79E+03,-9.60E+03
1.17280E+01,2.35E+04,-2.56E+01,-5.67E+00,2.62E+01,-7.86E+04,-1.87E+03,-3.10E+03
1.17300E+01,2.35E+04,-2.59E+01,-4.00E+00,2.62E+01,-7.87E+04,-1.79E+03,2.01E+04
1.17320E+01,2.35E+04,-2.60E+01,-2.42E+00,2.61E+01,-7.87E+04,-1.77E+03,-4.55E+03
1.17340E+01,2.35E+04,-2.61E+01,-7.68E-01,2.61E+01,-7.87E+04,-1.83E+03,-1.31E+04
1.17360E+01,2.35E+04,-2.60E+01,9.09E-01,2.61E+01,-7.87E+04,-1.83E+03,1.13E+04
1.17380E+01,2.35E+04,-2.58E+01,2.54E+00,2.59E+01,-7.87E+04,-1.78E+03,2.54E+03
1.17400E+01,2.35E+04,-2.55E+01,4.10E+00,2.59E+01,-7.87E+04,-1.80E+03,-9.54E+03
1.17420E+01,2.35E+04,-2.51E+01,5.72E+00,2.58E+01,-7.87E+04,-1.84E+03,-1.73E+04
1.17440E+01,2.35E+04,-2.45E+01,7.26E+00,2.56E+01,-7.87E+04,-1.86E+03,-4.08E+03
1.17460E+01,2.35E+04,-2.39E+01,8.83E+00,2.55E+01,-7.87E+04,-1.87E+03,-1.29E+03
1.17480E+01,2.35E+04,-2.32E+01,1.03E+01,2.54E+01,-7.87E+04,-1.85E+03,-4.58E+03
1.17500E+01,2.35E+04,-2.24E+01,1.17E+01,2.53E+01,-7.87E+04,-1.89E+03,-7.45E+03
1.17520E+01,2.35E+04,-2.14E+01,1.31E+01,2.51E+01,-7.87E+04,-1.89E+03,-3.53E+03
1.17540E+01,2.35E+04,-2.04E+01,1.44E+01,2.50E+01,-7.87E+04,-1.88E+03,-1.04E+03
1.17560E+01,2.35E+04,-1.93E+01,1.56E+01,2.48E+01,-7.87E+04,-1.91E+03,-8.30E+03
1.17580E+01,2.35E+04,-1.82E+01,1.68E+01,2.48E+01,-7.87E+04,-1.92E+03,-5.64E+03
1.17600E+01,2.35E+04,-1.70E+01,1.80E+01,2.47E+01,-7.87E+04,-1.93E+03,-1.54E+03
1.17620E+01,2.35E+04,-1.56E+01,1.90E+01,2.46E+01,-7.87E+04,-1.93E+03,1.87E+03
1.17640E+01,2.35E+04,-1.43E+01,2.00E+01,2.45E+01,-7.87E+04,-1.92E+03,-5.16E+03
1.17660E+01,2.35E+04,-1.29E+01,2.08E+01,2.45E+01,-7.87E+04,-1.94E+03,-8.93E+03
1.17680E+01,2.35E+04,-1.14E+01,2.16E+01,2.44E+01,-7.87E+04,-1.96E+03,-1.14E+04
1.17700E+01,2.35E+04,-9.87E+00,2.23E+01,2.44E+01,-7.87E+04,-1.98E+03,3.83E+03
1.17720E+01,2.35E+04,-8.28E+00,2.29E+01,2.43E+01,-7.87E+04,-1.96E+03,1.23E+04
1.17740E+01,2.35E+04,-6.72E+00,2.33E+01,2.43E+01,-7.87E+04,-1.91E+03,-2.77E+02
1.17760E+01,2.36E+04,-5.14E+00,2.37E+01,2.42E+01,-7.87E+04,-1.96E+03,-1.36E+04
1.17780E+01,2.36E+04,-3.46E+00,2.39E+01,2.42E+01,-7.87E+04,-1.99E+03,1.26E+03
1.17800E+01,2.36E+04,-1.82E+00,2.41E+01,2.42E+01,-7.87E+04,-1.94E+03,3.07E+03
1.17820E+01,2.36E+04,-1.91E-01,2.42E+01,2.42E+01,-7.87E+04,-1.97E+03,-3.46E+03
1.17840E+01,2.36E+04,1.50E+00,2.41E+01,2.42E+01,-7.88E+04,-1.98E+03,3.86E+03
1.17860E+01,2.36E+04,3.13E+00,2.39E+01,2.42E+01,-7.88E+04,-1.94E+03,3.92E+03
1.17880E+01,2.36E+04,4.74E+00,2.37E+01,2.42E+01,-7.88E+04,-1.96E+03,5.64E+03
1.17900E+01,2.36E+04,6.36E+00,2.33E+01,2.41E+01,-7.88E+04,-1.93E+03,3.51E+03
1.17920E+01,2.36E+04,7.89E+00,2.29E+01,2.42E+01,-7.88E+04,-1.92E+03,6.62E+03
1.17940E+01,2.36E+04,9.44E+00,2.23E+01,2.42E+01,-7.88E+04,-1.93E+03,-3.19E+03
1.17960E+01,2.36E+04,1.09E+01,2.17E+01,2.43E+01,-7.88E+04,-1.92E+03,1.02E+04
1.17980E+01,2.36E+04,1.24E+01,2.09E+01,2.43E+01,-7.88E+04,-1.90E+03,9.72E+03
1.18000E+01,2.36E+04,1.38E+01,2.01E+01,2.44E+01,-7.88E+04,-1.87E+03,4.29E+03
1.18020E+01,2.36E+04,1.51E+01,1.92E+01,2.44E+01,-7.88E+04,-1.88E+03,-6.91E+03
1.18040E+01,2.36E+04,1.64E+01,1.83E+01,2.45E+01,-7.88E+04,-1.90E+03,4.82E+03
1.18060E+01,2.36E+04,1.76E+01,1.71E+01,2.45E+01,-7.88E+04,-1.86E+03,1.62E+04
1.18080E+01,2.36E+04,1.87E+01,1.60E+01,2.46E+01,-7.88E+04,-1.83E+03,1.99E+01
1.18100E+01,2.36E+04,1.97E+01,1.49E+01,2.47E+01,-7.88E+04,-1.86E+03,-6.60E+03
1.18120E+01,2.36E+04,2.08E+01,1.36E+01,2.48E+01,-7.88E+04,-1.87E+03,8.15E+03
1.18140E+01,2.36E+04,2.17E+01,1.23E+01,2.49E+01,-7.88E+04,-1.82E+03,1.70E+04
1.18160E+01,2.36E+04,2.24E+01,1.09E+01,2.50E+01,-7.88E+04,-1.80E+03,2.69E+03
1.18180E+01,2.36E+04,2.32E+01,9.52E+00,2.51E+01,-7.88E+04,-1.81E+03,-2.79E+03
1.18200E+01,2.36E+04,2.38E+01,8.02E+00,2.51E+01,-7.88E+04,-1.82E+03,1.71E+02
1.18220E+01,2.36E+04,2.44E+01,6.54E+00,2.52E+01,-7.88E+04,-1.81E+03,-4.59E+03
1.18240E+01,2.36E+04,2.47E+01,4.99E+00,2.52E+01,-7.88E+04,-1.83E+03,1.03E+04
1.18260E+01,2.37E+04,2.51E+01,3.40E+00,2.53E+01,-7.88E+04,-1.78E+03,1.46E+04
1.18280E+01,2.37E+04,2.52E+01,1.89E+00,2.53E+01,-7.88E+04,-1.74E+03,1.06E+04
1.18300E+01,2.37E+04,2.54E+01,3.25E-01,2.54E+01,-7.88E+04,-1.76E+03,-9.67E+03
1.18320E+01,2.37E+04,2.53E+01,-1.22E+00,2.53E+01,-7.88E+04,-1.77E+03,-1.14E+04
1.18340E+01,2.37E+04,2.53E+01,-2.81E+00,2.54E+01,-7.88E+04,-1.81E+03,-8.84E+03
1.18360E+01,2.37E+04,2.51E+01,-4.44E+00,2.55E+01,-7.89E+04,-1.81E+03,9.57E+03
1.18380E+01,2.37E+04,2.47E+01,-5.99E+00,2.55E+01,-7.89E+04,-1.77E+03,6.79E+02
1.18400E+01,2.37E+04,2.44E+01,-7.50E+00,2.55E+01,-7.89E+04,-1.80E+03,-3.39E+03
1.18420E+01,2.37E+04,2.39E+01,-9.06E+00,2.55E+01,-7.89E+04,-1.81E+03,-7.49E+03
1.18440E+01,2.37E+04,2.33E+01,-1.05E+01,2.56E+01,-7.89E+04,-1.80E+03,7.65E+03
1.18460E+01,2.37E+04,2.26E+01,-1.20E+01,2.56E+01,-7.89E+04,-1.80E+03,-2.48E+03
1.18480E+01,2.37E+04,2.19E+01,-1.34E+01,2.57E+01,-7.89E+04,-1.79E+03,2.22E+03
1.18500E+01,2.37E+04,2.10E+01,-1.48E+01,2.57E+01,-7.89E+04,-1.81E+03,-1.69E+03
1.18520E+01,2.37E+04,2.00E+01,-1.61E+01,2.57E+01,-7.89E+04,-1.79E+03,7.23E+03
1.18540E+01,2.37E+04,1.90E+01,-1.73E+01,2.57E+01,-7.89E+04,-1.78E+03,5.96E+03
1.18560E+01,2.37E+04,1.79E+01,-1.85E+01,2.57E+01,-7.89E+04,-1.77E+03,5.66E+03
1.18580E+01,2.37E+04,1.68E+01,-1.96E+01,2.58E+01,-7.89E+04,-1.76E+03,-1.05E+04
1.18600E+01,2.37E+04,1.56E+01,-2.06E+01,2.58E+01,-7.89E+04,-1.80E+03,-1.78E+04
1.18620E+01,2.37E+04,1.42E+01,-2.16E+01,2.58E+01,-7.89E+04,-1.84E+03,-2.00E+03
1.18640E+01,2.37E+04,1.28E+01,-2.25E+01,2.59E+01,-7.89E+04,-1.81E+03,7.47E+03
1.18660E+01,2.37E+04,1.14E+01,-2.32E+01,2.59E+01,-7.89E+04,-1.80E+03,9.06E+02
1.18680E+01,2.37E+04,9.90E+00,-2.39E+01,2.59E+01,-7.89E+04,-1.81E+03,6.83E+02
1.18700E+01,2.37E+04,8.40E+00,-2.45E+01,2.59E+01,-7.89E+04,-1.79E+03,-1.70E+03
1.18720E+01,2.37E+04,6.85E+00,-2.50E+01,2.59E+01,-7.89E+04,-1.82E+03,-5.79E+03
1.18740E+01,2.37E+04,5.24E+00,-2.54E+01,2.59E+01,-7.89E+04,-1.83E+03,9.51E+03
1.18760E+01,2.38E+04,3.62E+00,-2.57E+01,2.60E+01,-7.89E+04,-1.77E+03,3.29E+03
1.18780E+01,2.38E+04,2.06E+00,-2.59E+01,2.60E+01,-7.89E+04,-1.80E+03,-5.05E+03
1.18800E+01,2.38E+04,3.74E-01,-2.60E+01,2.60E+01,-7.89E+04,-1.82E+03,-8.51E+03
1.18820E+01,2.38E+04,-1.25E+00,-2.60E+01,2.61E+01,-7.89E+04,-1.81E+03,1.00E+04
1.18840E+01,2.38E+04,-2.91E+00,-2.59E+01,2.61E+01,-7.89E+04,-1.80E+03,8.02E+03
1.18860E+01,2.38E+04,-4.52E+00,-2.57E+01,2.61E+01,-7.89E+04,-1.76E+03,6.09E+03
1.18880E+01,2.38E+04,-6.10E+00,-2.55E+01,2.62E+01,-7.89E+04,-1.78E+03,-5.27E+02
1.18900E+01,2.38E+04,-7.68E+00,-2.50E+01,2.62E+01,-7.89E+04,-1.77E+03,-1.06E+04
1.18920E+01,2.38E+04,-9.22E+00,-2.46E+01,2.62E+01,-7.90E+04,-1.81E+03,2.17E+03
1.18940E+01,2.38E+04,-1.08E+01,-2.40E+01,2.63E+01,-7.90E+04,-1.79E+03,7.33E+03
1.18960E+01,2.38E+04,-1.22E+01,-2.32E+01,2.63E+01,-7.90E+04,-1.75E+03,1.18E+04
1.18980E+01,2.38E+04,-1.36E+01,-2.25E+01,2.63E+01,-7.90E+04,-1.76E+03,3.16E+03
1.19000E+01,2.38E+04,-1.50E+01,-2.16E+01,2.64E+01,-7.90E+04,-1.73E+03,-4.44E+02
1.19020E+01,2.38E+04,-1.63E+01,-2.07E+01,2.64E+01,-7.90E+04,-1.75E+03,-6.44E+03
1.19040E+01,2.38E+04,-1.76E+01,-1.97E+01,2.64E+01,-7.90E+04,-1.78E+03,-1.85E+03
1.19060E+01,2.38E+04,-1.88E+01,-1.86E+01,2.64E+01,-7.90E+04,-1.75E+03,2.28E+03
1.19080E+01,2.38E+04,-1.99E+01,-1.74E+01,2.64E+01,-7.90E+04,-1.76E+03,2.16E+03
1.19100E+01,2.38E+04,-2.10E+01,-1.62E+01,2.65E+01,-7.90E+04,-1.75E+03,5.83E+03
1.19120E+01,2.38E+04,-2.19E+01,-1.49E+01,2.65E+01,-7.90E+04,-1.73E+03,1.41E+04
1.19140E+01,2.38E+04,-2.27E+01,-1.35E+01,2.64E+01,-7.90E+04,-1.71E+03,4.76E+03
1.19160E+01,2.38E+04,-2.35E+01,-1.22E+01,2.65E+01,-7.90E+04,-1.70E+03,-1.89E+04
1.19180E+01,2.38E+04,-2.41E+01,-1.07E+01,2.64E+01,-7.90E+04,-1.78E+03,-6.98E+03
1.19200E+01,2.38E+04,-2.48E+01,-9.13E+00,2.64E+01,-7.90E+04,-1.76E+03,-6.28E+03
1.19220E+01,2.38E+04,-2.52E+01,-7.65E+00,2.63E+01,-7.90E+04,-1.76E+03,1.67E+04
1.19240E+01,2.38E+04,-2.56E+01,-6.01E+00,2.63E+01,-7.90E+04,-1.74E+03,8.47E+03
1.19260E+01,2.39E+04,-2.58E+01,-4.52E+00,2.62E+01,-7.90E+04,-1.67E+03,2.39E+04
1.19280E+01,2.39E+04,-2.61E+01,-2.98E+00,2.62E+01,-7.90E+04,-1.68E+03,-1.95E+04
1.19300E+01,2.39E+04,-2.60E+01,-1.47E+00,2.61E+01,-7.90E+04,-1.73E+03,-1.96E+04
1.19320E+01,2.39E+04,-2.61E+01,1.79E-01,2.61E+01,-7.90E+04,-1.79E+03,-1.26E+04
1.19340E+01,2.39E+04,-2.60E+01,1.79E+00,2.61E+01,-7.90E+04,-1.76E+03,2.27E+04
1.19360E+01,2.39E+04,-2.57E+01,3.36E+00,2.59E+01,-7.90E+04,-1.70E+03,2.61E+03
1.19380E+01,2.39E+04,-2.54E+01,4.83E+00,2.59E+01,-7.90E+04,-1.73E+03,-4.51E+03
1.19400E+01,2.39E+04,-2.49E+01,6.37E+00,2.57E+01,-7.90E+04,-1.76E+03,-1.89E+04
1.19420E+01,2.39E+04,-2.44E+01,7.83E+00,2.57E+01,-7.90E+04,-1.77E+03,3.69E+03
1.19440E+01,2.39E+04,-2.38E+01,9.33E+00,2.55E+01,-7.90E+04,-1.77E+03,-7.32E+03
1.19460E+01,2.39E+04,-2.31E+01,1.07E+01,2.55E+01,-7.90E+04,-1.77E+03,-2.05E+03
1.19480E+01,2.39E+04,-2.22E+01,1.21E+01,2.53E+01,-7.90E+04,-1.81E+03,-1.08E+04
1.19500E+01,2.39E+04,-2.13E+01,1.34E+01,2.51E+01,-7.91E+04,-1.80E+03,3.72E+02
1.19520E+01,2.39E+04,-2.03E+01,1.46E+01,2.50E+01,-7.91E+04,-1.81E+03,-8.70E+03
1.19540E+01,2.39E+04,-1.93E+01,1.58E+01,2.49E+01,-7.91E+04,-1.83E+03,-6.97E+03
1.19560E+01,2.39E+04,-1.82E+01,1.70E+01,2.49E+01,-7.91E+04,-1.84E+03,1.51E+03
1.19580E+01,2.39E+04,-1.70E+01,1.81E+01,2.48E+01,-7.91E+04,-1.82E+03,-3.62E+03
1.19600E+01,2.39E+04,-1.58E+01,1.90E+01,2.47E+01,-7.91E+04,-1.85E+03,-5.61E+03
1.19620E+01,2.39E+04,-1.44E+01,1.99E+01,2.46E+01,-7.91E+04,-1.86E+03,5.88E+02
1.19640E+01,2.39E+04,-1.31E+01,2.07E+01,2.45E+01,-7.91E+04,-1.83E+03,5.98E+02
1.19660E+01,2.39E+04,-1.17E+01,2.15E+01,2.45E+01,-7.91E+04,-1.86E+03,-1.35E+04
1.19680E+01,2.39E+04,-1.03E+01,2.22E+01,2.44E+01,-7.91E+04,-1.89E+03,-8.73E+02
1.19700E+01,2.39E+04,-8.73E+00,2.27E+01,2.44E+01,-7.91E+04,-1.86E+03,1.24E+04
1.19720E+01,2.39E+04,-7.27E+00,2.33E+01,2.44E+01,-7.91E+04,-1.83E+03,-9.58E+02
1.19740E+01,2.39E+04,-5.74E+00,2.36E+01,2.43E+01,-7.91E+04,-1.87E+03,-8.02E+03
1.19760E+01,2.40E+04,-4.16E+00,2.39E+01,2.43E+01,-7.91E+04,-1.88E+03,2.48E+03
1.19780E+01,2.40E+04,-2.60E+00,2.41E+01,2.42E+01,-7.91E+04,-1.85E+03,-8.39E+02
1.19800E+01,2.40E+04,-1.05E+00,2.42E+01,2.42E+01,-7.91E+04,-1.88E+03,-7.86E+03
1.19820E+01,2.40E+04,5.69E-01,2.42E+01,2.42E+01,-7.91E+04,-1.89E+03,-2.48E+03
1.19840E+01,2.40E+04,2.15E+00,2.41E+01,2.42E+01,-7.91E+04,-1.88E+03,1.40E+04
1.19860E+01,2.40E+04,3.73E+00,2.39E+01,2.42E+01,-7.91E+04,-1.85E+03,6.50E+03
1.19880E+01,2.40E+04,5.23E+00,2.36E+01,2.42E+01,-7.91E+04,-1.84E+03,-5.38E+02
1.19900E+01,2.40E+04,6.75E+00,2.32E+01,2.42E+01,-7.91E+04,-1.86E+03,-2.24E+03
1.19920E+01,2.40E+04,8.25E+00,2.28E+01,2.42E+01,-7.91E+04,-1.84E+03,7.81E+03
1.19940E+01,2.40E+04,9.69E+00,2.22E+01,2.42E+01,-7.91E+04,-1.83E+03,-2.52E+03
1.19960E+01,2.40E+04,1.11E+01,2.16E+01,2.43E+01,-7.91E+04,-1.85E+03,-2.60E+03
1.19980E+01,2.40E+04,1.25E+01,2.08E+01,2.43E+01,-7.91E+04,-1.85E+03,1.04E+04
1.20000E+01,2.40E+04,1.39E+01,2.01E+01,2.44E+01,-7.91E+04,-1.80E+03,9.13E+03
1.20020E+01,2.40E+04,1.51E+01,1.92E+01,2.44E+01,-7.91E+04,-1.81E+03,-5.27E+03
1.20040E+01,2.40E+04,1.64E+01,1.83E+01,2.45E+01,-7.92E+04,-1.83E+03,1.70E+03
1.20060E+01,2.40E+04,1.75E+01,1.72E+01,2.45E+01,-7.92E+04,-1.80E+03,1.39E+04
1.20080E+01,2.40E+04,1.86E+01,1.61E+01,2.46E+01,-7.92E+04,-1.77E+03,1.12E+04
1.20100E+01,2.40E+04,1.96E+01,1.50E+01,2.47E+01,-7.92E+04,-1.76E+03,-7.58E+03
1.20120E+01,2.40E+04,2.06E+01,1.38E+01,2.48E+01,-7.92E+04,-1.79E+03,5.59E+03
1.20140E+01,2.40E+04,2.15E+01,1.26E+01,2.49E+01,-7.92E+04,-1.76E+03,1.88E+04
1.20160E+01,2.40E+04,2.23E+01,1.13E+01,2.50E+01,-7.92E+04,-1.69E+03,-6.89E+03
1.20180E+01,2.40E+04,2.29E+01,9.95E+00,2.50E+01,-7.92E+04,-1.78E+03,-5.10E+03
1.20200E+01,2.40E+04,2.37E+01,8.48E+00,2.51E+01,-7.92E+04,-1.75E+03,-7.80E+03
1.20220E+01,2.40E+04,2.41E+01,7.12E+00,2.51E+01,-7.92E+04,-1.75E+03,1.80E+04
1.20240E+01,2.40E+04,2.46E+01,5.56E+00,2.52E+01,-7.92E+04,-1.75E+03,5.53E+03
1.20260E+01,2.41E+04,2.49E+01,4.15E+00,2.52E+01,-7.92E+04,-1.67E+03,2.26E+04
1.20280E+01,2.41E+04,2.53E+01,2.67E+00,2.54E+01,-7.92E+04,-1.69E+03,-3.43E+04
1.20300E+01,2.41E+04,2.53E+01,1.19E+00,2.54E+01,-7.92E+04,-1.78E+03,8.89E+03
1.20320E+01,2.41E+04,2.54E+01,-4.86E-01,2.54E+01,-7.92E+04,-1.72E+03,1.96E+04
1.20340E+01,2.41E+04,2.54E+01,-1.85E+00,2.54E+01,-7.92E+04,-1.62E+03,8.10E+03
1.20360E+01,2.41E+04,2.53E+01,-3.37E+00,2.55E+01,-7.92E+04,-1.73E+03,-3.51E+04
1.20380E+01,2.41E+04,2.50E+01,-4.90E+00,2.55E+01,-7.92E+04,-1.76E+03,1.04E+04
1.20400E+01,2.41E+04,2.48E+01,-6.46E+00,2.56E+01,-7.92E+04,-1.70E+03,7.80E+03
1.20420E+01,2.41E+04,2.43E+01,-7.84E+00,2.55E+01,-7.92E+04,-1.70E+03,2.03E+03
1.20440E+01,2.41E+04,2.39E+01,-9.36E+00,2.56E+01,-7.92E+04,-1.72E+03,-1.54E+04
1.20460E+01,2.41E+04,2.33E+01,-1.07E+01,2.56E+01,-7.92E+04,-1.73E+03,8.65E+03
1.20480E+01,2.41E+04,2.26E+01,-1.22E+01,2.56E+01,-7.92E+04,-1.72E+03,3.31E+03
1.20500E+01,2.41E+04,2.19E+01,-1.35E+01,2.57E+01,-7.92E+04,-1.69E+03,3.42E+03
1.20520E+01,2.41E+04,2.10E+01,-1.48E+01,2.57E+01,-7.92E+04,-1.72E+03,-6.57E+03
1.20540E+01,2.41E+04,2.01E+01,-1.60E+01,2.57E+01,-7.92E+04,-1.71E+03,3.54E+03
