t,frame,x,y,r,theta,omega,alpha
4.62000E-01,9.24E+02,-2.65E-02,-2.62E+01,2.62E+01,-4.77E+03,-1.04E+04,5.79E+03
4.64000E-01,9.28E+02,-9.26E+00,-2.47E+01,2.64E+01,-4.79E+03,-1.02E+04,1.13E+05
4.66000E-01,9.32E+02,-1.72E+01,-2.00E+01,2.64E+01,-4.81E+03,-9.92E+03,8.87E+04
4.68000E-01,9.36E+02,-2.29E+01,-1.31E+01,2.64E+01,-4.83E+03,-9.78E+03,1.85E+03
4.70000E-01,9.40E+02,-2.59E+01,-4.66E+00,2.64E+01,-4.85E+03,-9.92E+03,-8.23E+04
4.72000E-01,9.44E+02,-2.56E+01,4.48E+00,2.60E+01,-4.87E+03,-1.01E+04,-1.45E+05
4.74000E-01,9.48E+02,-2.19E+01,1.28E+01,2.53E+01,-4.89E+03,-1.05E+04,-1.70E+05
4.76000E-01,9.52E+02,-1.53E+01,1.94E+01,2.47E+01,-4.91E+03,-1.09E+04,-1.66E+05
4.78000E-01,9.56E+02,-6.75E+00,2.32E+01,2.42E+01,-4.93E+03,-1.11E+04,-9.05E+04
4.80000E-01,9.60E+02,2.61E+00,2.38E+01,2.39E+01,-4.96E+03,-1.12E+04,-1.51E+04
4.82000E-01,9.64E+02,1.15E+01,2.10E+01,2.39E+01,-4.98E+03,-1.12E+04,6.45E+04
4.84000E-01,9.68E+02,1.89E+01,1.53E+01,2.43E+01,-5.00E+03,-1.10E+04,1.27E+05
4.86000E-01,9.72E+02,2.38E+01,7.44E+00,2.49E+01,-5.02E+03,-1.07E+04,1.77E+05
4.88000E-01,9.76E+02,2.55E+01,-1.57E+00,2.56E+01,-5.04E+03,-1.03E+04,1.84E+05
4.90000E-01,9.80E+02,2.40E+01,-1.05E+01,2.62E+01,-5.06E+03,-9.91E+03,1.22E+05
4.92000E-01,9.84E+02,1.94E+01,-1.82E+01,2.66E+01,-5.08E+03,-9.76E+03,-4.34E+04
4.94000E-01,9.88E+02,1.21E+01,-2.35E+01,2.64E+01,-5.10E+03,-1.01E+04,-1.29E+05
4.96000E-01,9.92E+02,3.00E+00,-2.60E+01,2.62E+01,-5.12E+03,-1.04E+04,-5.85E+04
4.98000E-01,9.96E+02,-6.44E+00,-2.55E+01,2.63E+01,-5.14E+03,-1.03E+04,1.10E+05
5.00000E-01,1.00E+03,-1.50E+01,-2.18E+01,2.64E+01,-5.16E+03,-9.93E+03,1.17E+05
5.02000E-01,1.00E+03,-2.13E+01,-1.55E+01,2.63E+01,-5.18E+03,-9.74E+03,2.07E+04
5.04000E-01,1.01E+03,-2.52E+01,-7.50E+00,2.63E+01,-5.20E+03,-9.88E+03,-8.07E+04
5.06000E-01,1.01E+03,-2.60E+01,1.55E+00,2.61E+01,-5.22E+03,-1.01E+04,-1.33E+05
5.08000E-01,1.02E+03,-2.33E+01,1.02E+01,2.55E+01,-5.24E+03,-1.04E+04,-1.77E+05
5.10000E-01,1.02E+03,-1.76E+01,1.75E+01,2.48E+01,-5.26E+03,-1.08E+04,-1.72E+05
5.12000E-01,1.02E+03,-9.49E+00,2.23E+01,2.42E+01,-5.29E+03,-1.11E+04,-1.02E+05
5.14000E-01,1.03E+03,-2.90E-01,2.39E+01,2.39E+01,-5.31E+03,-1.12E+04,-3.13E+04
5.16000E-01,1.03E+03,8.87E+00,2.22E+01,2.39E+01,-5.33E+03,-1.12E+04,4.49E+04
5.18000E-01,1.04E+03,1.68E+01,1.73E+01,2.42E+01,-5.35E+03,-1.10E+04,1.28E+05
5.20000E-01,1.04E+03,2.25E+01,1.01E+01,2.47E+01,-5.38E+03,-1.07E+04,1.64E+05
5.22000E-01,1.04E+03,2.53E+01,1.37E+00,2.54E+01,-5.40E+03,-1.04E+04,1.65E+05
5.24000E-01,1.05E+03,2.48E+01,-7.76E+00,2.60E+01,-5.42E+03,-1.01E+04,1.60E+05
5.26000E-01,1.05E+03,2.11E+01,-1.60E+01,2.65E+01,-5.44E+03,-9.71E+03,2.66E+04
5.28000E-01,1.06E+03,1.48E+01,-2.21E+01,2.66E+01,-5.46E+03,-9.88E+03,-1.26E+05
5.30000E-01,1.06E+03,6.08E+00,-2.56E+01,2.63E+01,-5.48E+03,-1.03E+04,-9.53E+04
5.32000E-01,1.06E+03,-3.43E+00,-2.61E+01,2.63E+01,-5.50E+03,-1.03E+04,6.98E+04
5.34000E-01,1.07E+03,-1.23E+01,-2.33E+01,2.64E+01,-5.52E+03,-9.99E+03,1.22E+05
5.36000E-01,1.07E+03,-1.94E+01,-1.78E+01,2.64E+01,-5.54E+03,-9.78E+03,4.00E+04
5.38000E-01,1.08E+03,-2.42E+01,-1.03E+01,2.63E+01,-5.56E+03,-9.81E+03,-4.85E+04
5.40000E-01,1.08E+03,-2.61E+01,-1.52E+00,2.62E+01,-5.58E+03,-1.00E+04,-1.36E+05
5.42000E-01,1.08E+03,-2.45E+01,7.43E+00,2.56E+01,-5.60E+03,-1.03E+04,-1.66E+05
5.44000E-01,1.09E+03,-1.97E+01,1.53E+01,2.49E+01,-5.62E+03,-1.07E+04,-1.78E+05
5.46000E-01,1.09E+03,-1.23E+01,2.10E+01,2.43E+01,-5.64E+03,-1.10E+04,-1.14E+05
5.48000E-01,1.10E+03,-3.31E+00,2.37E+01,2.40E+01,-5.66E+03,-1.12E+04,-4.44E+04
5.50000E-01,1.10E+03,5.96E+00,2.32E+01,2.39E+01,-5.68E+03,-1.12E+04,4.38E+04
5.52000E-01,1.10E+03,1.44E+01,1.93E+01,2.41E+01,-5.71E+03,-1.10E+04,8.21E+04
5.54000E-01,1.11E+03,2.08E+01,1.27E+01,2.44E+01,-5.73E+03,-1.08E+04,1.44E+05
5.56000E-01,1.11E+03,2.48E+01,4.34E+00,2.52E+01,-5.75E+03,-1.05E+04,1.62E+05
5.58000E-01,1.12E+03,2.54E+01,-4.72E+00,2.58E+01,-5.77E+03,-1.01E+04,1.80E+05
5.60000E-01,1.12E+03,2.27E+01,-1.34E+01,2.64E+01,-5.79E+03,-9.81E+03,6.77E+04
5.62000E-01,1.12E+03,1.72E+01,-2.04E+01,2.67E+01,-5.81E+03,-9.78E+03,-8.43E+04
5.64000E-01,1.13E+03,9.17E+00,-2.48E+01,2.64E+01,-5.83E+03,-1.02E+04,-1.13E+05
5.66000E-01,1.13E+03,-2.46E-01,-2.63E+01,2.63E+01,-5.85E+03,-1.03E+04,1.18E+04
5.68000E-01,1.14E+03,-9.40E+00,-2.47E+01,2.64E+01,-5.87E+03,-1.01E+04,1.02E+05
5.70000E-01,1.14E+03,-1.73E+01,-2.00E+01,2.64E+01,-5.89E+03,-9.90E+03,6.80E+04
5.72000E-01,1.14E+03,-2.30E+01,-1.30E+01,2.64E+01,-5.91E+03,-9.79E+03,1.14E+03
5.74000E-01,1.15E+03,-2.59E+01,-4.54E+00,2.63E+01,-5.93E+03,-9.90E+03,-1.00E+05
5.76000E-01,1.15E+03,-2.55E+01,4.52E+00,2.59E+01,-5.95E+03,-1.02E+04,-1.59E+05
5.78000E-01,1.16E+03,-2.17E+01,1.29E+01,2.52E+01,-5.97E+03,-1.06E+04,-1.71E+05
5.80000E-01,1.16E+03,-1.51E+01,1.95E+01,2.46E+01,-5.99E+03,-1.09E+04,-1.39E+05
5.82000E-01,1.16E+03,-6.53E+00,2.32E+01,2.41E+01,-6.01E+03,-1.11E+04,-7.75E+04
5.84000E-01,1.17E+03,2.81E+00,2.38E+01,2.39E+01,-6.04E+03,-1.12E+04,-1.64E+03
5.86000E-01,1.17E+03,1.16E+01,2.09E+01,2.40E+01,-6.06E+03,-1.11E+04,6.51E+04
5.88000E-01,1.18E+03,1.90E+01,1.53E+01,2.43E+01,-6.08E+03,-1.09E+04,1.24E+05
5.90000E-01,1.18E+03,2.38E+01,7.36E+00,2.49E+01,-6.10E+03,-1.06E+04,1.70E+05
5.92000E-01,1.18E+03,2.55E+01,-1.63E+00,2.56E+01,-6.12E+03,-1.02E+04,1.87E+05
5.94000E-01,1.19E+03,2.40E+01,-1.06E+01,2.62E+01,-6.14E+03,-9.87E+03,1.19E+05
5.96000E-01,1.19E+03,1.94E+01,-1.82E+01,2.66E+01,-6.16E+03,-9.73E+03,-5.04E+04
5.98000E-01,1.20E+03,1.21E+01,-2.35E+01,2.65E+01,-6.18E+03,-1.01E+04,-1.30E+05
6.00000E-01,1.20E+03,3.01E+00,-2.60E+01,2.62E+01,-6.20E+03,-1.03E+04,-4.85E+04
6.02000E-01,1.20E+03,-6.39E+00,-2.56E+01,2.64E+01,-6.22E+03,-1.02E+04,1.09E+05
6.04000E-01,1.21E+03,-1.49E+01,-2.18E+01,2.64E+01,-6.24E+03,-9.91E+03,1.10E+05
6.06000E-01,1.21E+03,-2.12E+01,-1.56E+01,2.63E+01,-6.26E+03,-9.72E+03,1.97E+04
6.08000E-01,1.22E+03,-2.52E+01,-7.61E+00,2.63E+01,-6.28E+03,-9.87E+03,-8.25E+04
6.10000E-01,1.22E+03,-2.60E+01,1.43E+00,2.61E+01,-6.30E+03,-1.01E+04,-1.38E+05
6.12000E-01,1.22E+03,-2.33E+01,1.01E+01,2.54E+01,-6.32E+03,-1.04E+04,-1.69E+05
6.14000E-01,1.23E+03,-1.76E+01,1.74E+01,2.48E+01,-6.34E+03,-1.08E+04,-1.64E+05
6.16000E-01,1.23E+03,-9.63E+00,2.22E+01,2.42E+01,-6.37E+03,-1.10E+04,-1.12E+05
6.18000E-01,1.24E+03,-4.66E-01,2.39E+01,2.39E+01,-6.39E+03,-1.12E+04,-4.85E+04
6.20000E-01,1.24E+03,8.74E+00,2.22E+01,2.39E+01,-6.41E+03,-1.12E+04,4.68E+04
6.22000E-01,1.24E+03,1.67E+01,1.74E+01,2.42E+01,-6.43E+03,-1.10E+04,1.43E+05
6.24000E-01,1.25E+03,2.25E+01,1.02E+01,2.47E+01,-6.46E+03,-1.07E+04,1.71E+05
6.26000E-01,1.25E+03,2.53E+01,1.55E+00,2.54E+01,-6.48E+03,-1.03E+04,1.62E+05
6.28000E-01,1.26E+03,2.49E+01,-7.58E+00,2.60E+01,-6.50E+03,-1.00E+04,1.48E+05
6.30000E-01,1.26E+03,2.13E+01,-1.58E+01,2.65E+01,-6.52E+03,-9.72E+03,2.44E+04
6.32000E-01,1.26E+03,1.50E+01,-2.20E+01,2.66E+01,-6.54E+03,-9.89E+03,-1.24E+05
6.34000E-01,1.27E+03,6.26E+00,-2.56E+01,2.63E+01,-6.56E+03,-1.03E+04,-9.13E+04
6.36000E-01,1.27E+03,-3.24E+00,-2.61E+01,2.63E+01,-6.58E+03,-1.03E+04,6.62E+04
6.38000E-01,1.28E+03,-1.21E+01,-2.35E+01,2.64E+01,-6.60E+03,-1.00E+04,1.24E+05
6.40000E-01,1.28E+03,-1.93E+01,-1.80E+01,2.64E+01,-6.62E+03,-9.78E+03,4.85E+04
6.42000E-01,1.28E+03,-2.41E+01,-1.06E+01,2.63E+01,-6.64E+03,-9.77E+03,-5.62E+04
6.44000E-01,1.29E+03,-2.62E+01,-1.76E+00,2.62E+01,-6.66E+03,-1.00E+04,-1.25E+05
6.46000E-01,1.29E+03,-2.47E+01,7.30E+00,2.57E+01,-6.68E+03,-1.03E+04,-1.48E+05
6.48000E-01,1.30E+03,-1.99E+01,1.52E+01,2.50E+01,-6.70E+03,-1.06E+04,-1.58E+05
6.50000E-01,1.30E+03,-1.26E+01,2.09E+01,2.44E+01,-6.72E+03,-1.09E+04,-1.37E+05
6.52000E-01,1.30E+03,-3.75E+00,2.37E+01,2.40E+01,-6.74E+03,-1.11E+04,-6.70E+04
6.54000E-01,1.31E+03,5.57E+00,2.33E+01,2.39E+01,-6.76E+03,-1.12E+04,1.07E+04
6.56000E-01,1.31E+03,1.41E+01,1.95E+01,2.40E+01,-6.79E+03,-1.11E+04,7.86E+04
6.58000E-01,1.32E+03,2.07E+01,1.30E+01,2.44E+01,-6.81E+03,-1.09E+04,1.51E+05
6.60000E-01,1.32E+03,2.47E+01,4.62E+00,2.51E+01,-6.83E+03,-1.05E+04,1.70E+05
6.62000E-01,1.32E+03,2.54E+01,-4.44E+00,2.58E+01,-6.85E+03,-1.02E+04,1.85E+05
6.64000E-01,1.33E+03,2.28E+01,-1.32E+01,2.63E+01,-6.87E+03,-9.82E+03,8.68E+04
6.66000E-01,1.33E+03,1.74E+01,-2.02E+01,2.66E+01,-6.89E+03,-9.74E+03,-7.50E+04
6.68000E-01,1.34E+03,9.46E+00,-2.46E+01,2.64E+01,-6.91E+03,-1.02E+04,-1.34E+05
6.70000E-01,1.34E+03,6.67E-02,-2.62E+01,2.62E+01,-6.93E+03,-1.03E+04,-1.35E+04
6.72000E-01,1.34E+03,-9.18E+00,-2.47E+01,2.64E+01,-6.95E+03,-1.02E+04,1.08E+05
6.74000E-01,1.35E+03,-1.71E+01,-2.01E+01,2.64E+01,-6.97E+03,-9.92E+03,9.57E+04
6.76000E-01,1.35E+03,-2.29E+01,-1.32E+01,2.64E+01,-6.99E+03,-9.75E+03,1.21E+04
6.78000E-01,1.36E+03,-2.59E+01,-4.80E+00,2.63E+01,-7.01E+03,-9.87E+03,-8.17E+04
6.80000E-01,1.36E+03,-2.57E+01,4.30E+00,2.60E+01,-7.03E+03,-1.01E+04,-1.54E+05
6.82000E-01,1.36E+03,-2.19E+01,1.26E+01,2.53E+01,-7.05E+03,-1.05E+04,-1.81E+05
6.84000E-01,1.37E+03,-1.54E+01,1.93E+01,2.47E+01,-7.07E+03,-1.09E+04,-1.64E+05
6.86000E-01,1.37E+03,-6.90E+00,2.31E+01,2.41E+01,-7.09E+03,-1.11E+04,-7.51E+04
6.88000E-01,1.38E+03,2.42E+00,2.38E+01,2.39E+01,-7.12E+03,-1.12E+04,-1.88E+04
6.90000E-01,1.38E+03,1.13E+01,2.11E+01,2.39E+01,-7.14E+03,-1.12E+04,5.35E+04
6.92000E-01,1.38E+03,1.87E+01,1.55E+01,2.43E+01,-7.16E+03,-1.10E+04,1.24E+05
6.94000E-01,1.39E+03,2.37E+01,7.65E+00,2.49E+01,-7.18E+03,-1.06E+04,1.84E+05
6.96000E-01,1.39E+03,2.55E+01,-1.34E+00,2.56E+01,-7.20E+03,-1.03E+04,1.84E+05
6.98000E-01,1.40E+03,2.40E+01,-1.03E+01,2.61E+01,-7.22E+03,-9.90E+03,1.37E+05
7.00000E-01,1.40E+03,1.96E+01,-1.80E+01,2.66E+01,-7.24E+03,-9.70E+03,-3.32E+04
7.02000E-01,1.40E+03,1.25E+01,-2.34E+01,2.65E+01,-7.26E+03,-1.00E+04,-1.42E+05
7.04000E-01,1.41E+03,3.38E+00,-2.60E+01,2.62E+01,-7.28E+03,-1.04E+04,-7.25E+04
7.06000E-01,1.41E+03,-6.11E+00,-2.57E+01,2.64E+01,-7.30E+03,-1.03E+04,1.00E+05
7.08000E-01,1.42E+03,-1.46E+01,-2.20E+01,2.64E+01,-7.32E+03,-9.95E+03,1.22E+05
7.10000E-01,1.42E+03,-2.11E+01,-1.58E+01,2.64E+01,-7.34E+03,-9.75E+03,3.25E+04
7.12000E-01,1.42E+03,-2.52E+01,-7.86E+00,2.64E+01,-7.36E+03,-9.83E+03,-6.49E+04
7.14000E-01,1.43E+03,-2.61E+01,1.15E+00,2.62E+01,-7.38E+03,-1.00E+04,-1.43E+05
7.16000E-01,1.43E+03,-2.35E+01,9.87E+00,2.55E+01,-7.40E+03,-1.04E+04,-1.77E+05
7.18000E-01,1.44E+03,-1.79E+01,1.73E+01,2.49E+01,-7.42E+03,-1.08E+04,-1.56E+05
7.20000E-01,1.44E+03,-9.95E+00,2.22E+01,2.43E+01,-7.45E+03,-1.10E+04,-9.91E+04
7.22000E-01,1.44E+03,-8.44E-01,2.40E+01,2.40E+01,-7.47E+03,-1.12E+04,-2.85E+04
7.24000E-01,1.45E+03,8.37E+00,2.24E+01,2.39E+01,-7.49E+03,-1.11E+04,3.02E+04
7.26000E-01,1.45E+03,1.63E+01,1.78E+01,2.41E+01,-7.51E+03,-1.10E+04,9.99E+04
7.28000E-01,1.46E+03,2.23E+01,1.06E+01,2.47E+01,-7.53E+03,-1.08E+04,1.39E+05
7.30000E-01,1.46E+03,2.51E+01,1.93E+00,2.52E+01,-7.56E+03,-1.04E+04,1.70E+05
7.32000E-01,1.46E+03,2.48E+01,-7.17E+00,2.58E+01,-7.58E+03,-1.01E+04,1.53E+05
7.34000E-01,1.47E+03,2.13E+01,-1.55E+01,2.64E+01,-7.60E+03,-9.80E+03,3.34E+04
7.36000E-01,1.47E+03,1.51E+01,-2.18E+01,2.66E+01,-7.62E+03,-9.91E+03,-1.10E+05
7.38000E-01,1.48E+03,6.51E+00,-2.54E+01,2.62E+01,-7.64E+03,-1.03E+04,-9.43E+04
7.40000E-01,1.48E+03,-2.99E+00,-2.61E+01,2.63E+01,-7.66E+03,-1.03E+04,5.93E+04
7.42000E-01,1.48E+03,-1.19E+01,-2.36E+01,2.64E+01,-7.68E+03,-1.00E+04,1.32E+05
7.44000E-01,1.49E+03,-1.92E+01,-1.82E+01,2.64E+01,-7.70E+03,-9.78E+03,6.70E+04
7.46000E-01,1.49E+03,-2.41E+01,-1.07E+01,2.64E+01,-7.72E+03,-9.74E+03,-4.01E+04
7.48000E-01,1.50E+03,-2.63E+01,-2.01E+00,2.63E+01,-7.74E+03,-9.96E+03,-1.24E+05
7.50000E-01,1.50E+03,-2.48E+01,7.04E+00,2.58E+01,-7.76E+03,-1.02E+04,-1.64E+05
7.52000E-01,1.50E+03,-2.02E+01,1.50E+01,2.51E+01,-7.78E+03,-1.06E+04,-1.66E+05
7.54000E-01,1.51E+03,-1.29E+01,2.08E+01,2.45E+01,-7.80E+03,-1.09E+04,-1.28E+05
7.56000E-01,1.51E+03,-4.05E+00,2.37E+01,2.41E+01,-7.82E+03,-1.11E+04,-7.06E+04
7.58000E-01,1.52E+03,5.25E+00,2.34E+01,2.39E+01,-7.84E+03,-1.12E+04,-8.59E+03
7.60000E-01,1.52E+03,1.39E+01,1.97E+01,2.41E+01,-7.87E+03,-1.12E+04,8.30E+04
7.62000E-01,1.52E+03,2.05E+01,1.32E+01,2.44E+01,-7.89E+03,-1.09E+04,1.73E+05
7.64000E-01,1.53E+03,2.45E+01,4.91E+00,2.50E+01,-7.91E+03,-1.05E+04,1.74E+05
7.66000E-01,1.53E+03,2.53E+01,-4.08E+00,2.57E+01,-7.93E+03,-1.02E+04,1.63E+05
7.68000E-01,1.54E+03,2.29E+01,-1.28E+01,2.63E+01,-7.95E+03,-9.85E+03,7.73E+04
7.70000E-01,1.54E+03,1.76E+01,-1.99E+01,2.66E+01,-7.97E+03,-9.77E+03,-7.54E+04
7.72000E-01,1.54E+03,9.72E+00,-2.45E+01,2.64E+01,-7.99E+03,-1.02E+04,-1.34E+05
7.74000E-01,1.55E+03,3.31E-01,-2.62E+01,2.62E+01,-8.01E+03,-1.04E+04,-1.34E+04
7.76000E-01,1.55E+03,-8.96E+00,-2.48E+01,2.64E+01,-8.03E+03,-1.02E+04,1.29E+05
7.78000E-01,1.56E+03,-1.70E+01,-2.02E+01,2.64E+01,-8.05E+03,-9.87E+03,9.75E+04
7.80000E-01,1.56E+03,-2.26E+01,-1.34E+01,2.63E+01,-8.07E+03,-9.74E+03,3.07E+03
7.82000E-01,1.56E+03,-2.59E+01,-5.04E+00,2.64E+01,-8.09E+03,-9.91E+03,-8.96E+04
7.84000E-01,1.57E+03,-2.58E+01,4.07E+00,2.61E+01,-8.11E+03,-1.01E+04,-1.37E+05
7.86000E-01,1.57E+03,-2.21E+01,1.25E+01,2.54E+01,-8.13E+03,-1.04E+04,-1.78E+05
7.88000E-01,1.58E+03,-1.57E+01,1.92E+01,2.47E+01,-8.15E+03,-1.08E+04,-1.52E+05
7.90000E-01,1.58E+03,-7.20E+00,2.31E+01,2.42E+01,-8.17E+03,-1.11E+04,-8.84E+04
7.92000E-01,1.58E+03,2.06E+00,2.39E+01,2.40E+01,-8.19E+03,-1.12E+04,-2.11E+04
7.94000E-01,1.59E+03,1.10E+01,2.13E+01,2.39E+01,-8.22E+03,-1.12E+04,4.96E+04
7.96000E-01,1.59E+03,1.84E+01,1.57E+01,2.42E+01,-8.24E+03,-1.10E+04,1.24E+05
7.98000E-01,1.60E+03,2.35E+01,7.97E+00,2.48E+01,-8.26E+03,-1.07E+04,1.68E+05
8.00000E-01,1.60E+03,2.54E+01,-9.77E-01,2.54E+01,-8.28E+03,-1.03E+04,1.73E+05
8.02000E-01,1.60E+03,2.41E+01,-9.92E+00,2.61E+01,-8.30E+03,-9.95E+03,1.40E+05
8.04000E-01,1.61E+03,1.97E+01,-1.78E+01,2.65E+01,-8.32E+03,-9.73E+03,-2.87E+04
8.06000E-01,1.61E+03,1.27E+01,-2.32E+01,2.64E+01,-8.34E+03,-1.00E+04,-1.41E+05
8.08000E-01,1.62E+03,3.62E+00,-2.59E+01,2.61E+01,-8.36E+03,-1.04E+04,-7.40E+04
8.10000E-01,1.62E+03,-5.87E+00,-2.56E+01,2.63E+01,-8.38E+03,-1.03E+04,1.01E+05
8.12000E-01,1.62E+03,-1.44E+01,-2.21E+01,2.64E+01,-8.40E+03,-9.98E+03,1.19E+05
8.14000E-01,1.63E+03,-2.10E+01,-1.59E+01,2.63E+01,-8.42E+03,-9.79E+03,4.23E+04
8.16000E-01,1.63E+03,-2.51E+01,-8.02E+00,2.64E+01,-8.44E+03,-9.81E+03,-5.91E+04
8.18000E-01,1.64E+03,-2.62E+01,9.32E-01,2.62E+01,-8.46E+03,-1.00E+04,-1.39E+05
8.20000E-01,1.64E+03,-2.36E+01,9.75E+00,2.56E+01,-8.48E+03,-1.04E+04,-1.75E+05
8.22000E-01,1.64E+03,-1.81E+01,1.72E+01,2.50E+01,-8.50E+03,-1.07E+04,-1.50E+05
8.24000E-01,1.65E+03,-1.02E+01,2.22E+01,2.44E+01,-8.53E+03,-1.10E+04,-1.05E+05
8.26000E-01,1.65E+03,-1.06E+00,2.40E+01,2.40E+01,-8.55E+03,-1.11E+04,-2.86E+04
8.28000E-01,1.66E+03,8.17E+00,2.25E+01,2.40E+01,-8.57E+03,-1.11E+04,4.30E+04
8.30000E-01,1.66E+03,1.62E+01,1.80E+01,2.42E+01,-8.59E+03,-1.09E+04,9.48E+04
8.32000E-01,1.66E+03,2.20E+01,1.09E+01,2.46E+01,-8.61E+03,-1.07E+04,1.26E+05
8.34000E-01,1.67E+03,2.51E+01,2.22E+00,2.52E+01,-8.63E+03,-1.04E+04,1.54E+05
8.36000E-01,1.67E+03,2.49E+01,-6.89E+00,2.59E+01,-8.66E+03,-1.01E+04,1.70E+05
8.38000E-01,1.68E+03,2.15E+01,-1.53E+01,2.64E+01,-8.68E+03,-9.78E+03,3.84E+04
8.40000E-01,1.68E+03,1.54E+01,-2.16E+01,2.66E+01,-8.69E+03,-9.88E+03,-1.23E+05
8.42000E-01,1.68E+03,6.81E+00,-2.53E+01,2.62E+01,-8.71E+03,-1.04E+04,-1.16E+05
8.44000E-01,1.69E+03,-2.74E+00,-2.60E+01,2.62E+01,-8.74E+03,-1.04E+04,5.51E+04
8.46000E-01,1.69E+03,-1.17E+01,-2.36E+01,2.63E+01,-8.76E+03,-1.01E+04,1.43E+05
8.48000E-01,1.70E+03,-1.91E+01,-1.83E+01,2.64E+01,-8.78E+03,-9.81E+03,7.91E+04
8.50000E-01,1.70E+03,-2.41E+01,-1.09E+01,2.64E+01,-8.80E+03,-9.74E+03,-3.01E+04
8.52000E-01,1.70E+03,-2.63E+01,-2.16E+00,2.64E+01,-8.82E+03,-9.95E+03,-1.20E+05
8.54000E-01,1.71E+03,-2.49E+01,6.91E+00,2.59E+01,-8.84E+03,-1.02E+04,-1.62E+05
8.56000E-01,1.71E+03,-2.03E+01,1.49E+01,2.52E+01,-8.86E+03,-1.06E+04,-1.64E+05
8.58000E-01,1.72E+03,-1.31E+01,2.08E+01,2.46E+01,-8.88E+03,-1.09E+04,-1.23E+05
8.60000E-01,1.72E+03,-4.26E+00,2.38E+01,2.42E+01,-8.90E+03,-1.11E+04,-6.20E+04
8.62000E-01,1.72E+03,5.03E+00,2.35E+01,2.40E+01,-8.92E+03,-1.12E+04,-2.02E+04
8.64000E-01,1.73E+03,1.36E+01,1.98E+01,2.41E+01,-8.94E+03,-1.12E+04,7.00E+04
8.66000E-01,1.73E+03,2.05E+01,1.34E+01,2.45E+01,-8.97E+03,-1.09E+04,1.69E+05
8.68000E-01,1.74E+03,2.45E+01,5.19E+00,2.50E+01,-8.99E+03,-1.04E+04,1.78E+05
8.70000E-01,1.74E+03,2.54E+01,-3.80E+00,2.57E+01,-9.01E+03,-1.02E+04,1.54E+05
8.72000E-01,1.74E+03,2.30E+01,-1.26E+01,2.62E+01,-9.03E+03,-9.87E+03,7.90E+04
8.74000E-01,1.75E+03,1.78E+01,-1.97E+01,2.66E+01,-9.05E+03,-9.78E+03,-6.62E+04
8.76000E-01,1.75E+03,9.95E+00,-2.44E+01,2.64E+01,-9.07E+03,-1.02E+04,-1.35E+05
8.78000E-01,1.76E+03,6.07E-01,-2.62E+01,2.62E+01,-9.09E+03,-1.04E+04,-1.34E+04
8.80000E-01,1.76E+03,-8.71E+00,-2.48E+01,2.63E+01,-9.11E+03,-1.02E+04,1.35E+05
8.82000E-01,1.76E+03,-1.67E+01,-2.03E+01,2.63E+01,-9.13E+03,-9.84E+03,9.46E+04
8.84000E-01,1.77E+03,-2.25E+01,-1.37E+01,2.64E+01,-9.15E+03,-9.76E+03,-1.22E+04
8.86000E-01,1.77E+03,-2.59E+01,-5.29E+00,2.64E+01,-9.17E+03,-9.94E+03,-9.06E+04
8.88000E-01,1.78E+03,-2.58E+01,3.84E+00,2.61E+01,-9.19E+03,-1.01E+04,-1.31E+05
8.90000E-01,1.78E+03,-2.22E+01,1.23E+01,2.54E+01,-9.21E+03,-1.05E+04,-1.78E+05
8.92000E-01,1.78E+03,-1.58E+01,1.90E+01,2.48E+01,-9.23E+03,-1.08E+04,-1.53E+05
8.94000E-01,1.79E+03,-7.39E+00,2.31E+01,2.43E+01,-9.25E+03,-1.11E+04,-8.32E+04
8.96000E-01,1.79E+03,1.89E+00,2.39E+01,2.40E+01,-9.27E+03,-1.12E+04,2.36E+03
8.98000E-01,1.80E+03,1.09E+01,2.14E+01,2.40E+01,-9.30E+03,-1.11E+04,6.33E+04
9.00000E-01,1.80E+03,1.83E+01,1.60E+01,2.43E+01,-9.32E+03,-1.09E+04,1.12E+05
9.02000E-01,1.80E+03,2.34E+01,8.30E+00,2.48E+01,-9.34E+03,-1.07E+04,1.27E+05
9.04000E-01,1.81E+03,2.54E+01,-6.46E-01,2.54E+01,-9.36E+03,-1.04E+04,1.56E+05
9.06000E-01,1.81E+03,2.42E+01,-9.70E+00,2.60E+01,-9.38E+03,-1.00E+04,1.49E+05
9.08000E-01,1.82E+03,1.98E+01,-1.76E+01,2.65E+01,-9.40E+03,-9.75E+03,-3.42E+03
9.10000E-01,1.82E+03,1.29E+01,-2.31E+01,2.65E+01,-9.42E+03,-9.99E+03,-1.29E+05
9.12000E-01,1.82E+03,3.84E+00,-2.59E+01,2.62E+01,-9.44E+03,-1.04E+04,-7.77E+04
9.14000E-01,1.83E+03,-5.64E+00,-2.57E+01,2.63E+01,-9.46E+03,-1.03E+04,9.25E+04
9.16000E-01,1.83E+03,-1.43E+01,-2.23E+01,2.64E+01,-9.48E+03,-9.99E+03,1.24E+05
9.18000E-01,1.84E+03,-2.09E+01,-1.61E+01,2.64E+01,-9.50E+03,-9.76E+03,5.25E+04
9.20000E-01,1.84E+03,-2.51E+01,-8.31E+00,2.65E+01,-9.52E+03,-9.77E+03,-5.34E+04
